requested URL,status,final URL,redirect hops,canonical,robots,title,meta description,H1,main body,sitemap inclusion
"https://www.entirefm.com/best-facilities-management-company","200","https://www.entirefm.com/best-facilities-management-company","0","https://www.entirefm.com/best-facilities-management-company","noindex, follow","Best Facilities Management Company | Facilities Management &amp; Engineering | Entire FM","Specialist commercial best facilities management company across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Best Facilities Management Company — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/birmingham-facilities-management","200","https://www.entirefm.com/birmingham-facilities-management","0","https://www.entirefm.com/birmingham-facilities-management","index, follow","Birmingham Facilities Management | Multi-Site Estates | EntireFM","Multi-site facilities management across Birmingham and the West Midlands. Consistent standards, one reporting line and coordinated maintenance across every site.","Birmingham Facilities Management for Multi-Site Estates","YES","sitemaps/locations.xml"
"https://www.entirefm.com/blog","200","https://www.entirefm.com/blog","0","https://www.entirefm.com/blog","index, follow","Blog | Facilities Management &amp; Compliance Insight | EntireFM","Articles on facilities management, statutory compliance and building engineering from EntireFM — what the law requires, what standards advise, and what actually happens on site.","Insight","YES","sitemaps/insights.xml"
"https://www.entirefm.com/bocker-crane-hire","200","https://www.entirefm.com/bocker-crane-hire","0","https://www.entirefm.com/bocker-crane-hire","noindex, follow","Bocker Crane Hire | Facilities Management &amp; Engineering | Entire FM","Specialist commercial bocker crane hire across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Bocker Crane Hire — Facilities Management &amp; Engineering","YES","sitemaps/specialist-services.xml"
"https://www.entirefm.com/bolton-facilities-management","200","https://www.entirefm.com/bolton-facilities-management","0","https://www.entirefm.com/bolton-facilities-management","noindex, follow","Bolton Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial bolton facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Bolton Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/bradford-facilities-management","200","https://www.entirefm.com/bradford-facilities-management","0","https://www.entirefm.com/bradford-facilities-management","noindex, follow","Bradford Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial bradford facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Bradford Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/building-inspecting-testing","200","https://www.entirefm.com/building-inspecting-testing","0","https://www.entirefm.com/building-inspecting-testing","noindex, follow","Building Inspecting Testing | Facilities Management &amp; Engineering | Entire FM","Specialist commercial building inspecting testing across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Building Inspecting Testing — Facilities Management &amp; Engineering","YES","sitemaps/hard-fm.xml"
"https://www.entirefm.com/building-maintenance","200","https://www.entirefm.com/building-maintenance","0","https://www.entirefm.com/building-maintenance","index, follow","Commercial Building Fabric Maintenance | Property Repairs | Entire FM","Comprehensive commercial building fabric maintenance. Internal and external property repairs, roofing, carpentry, glazing, ceilings, and multi-trade works.","Commercial Building Fabric Maintenance &amp; Repairs","YES","sitemaps/hard-fm.xml"
"https://www.entirefm.com/bury-facilities-management","200","https://www.entirefm.com/bury-facilities-management","0","https://www.entirefm.com/bury-facilities-management","noindex, follow","Bury Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial bury facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Bury Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/caretaker","200","https://www.entirefm.com/caretaker","0","https://www.entirefm.com/caretaker","index, follow","On-Site Caretaker &amp; Building Warden Services | Entire FM","Professional corporate concierge and dedicated on-site caretakers for commercial offices, residential developments, and business parks.","On-Site Caretaking &amp; Building Warden Services","YES","sitemaps/soft-fm.xml"
"https://www.entirefm.com/carpark-management","200","https://www.entirefm.com/carpark-management","0","https://www.entirefm.com/carpark-management","noindex, follow","Carpark Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial carpark management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Carpark Management — Facilities Management &amp; Engineering","YES","sitemaps/soft-fm.xml"
"https://www.entirefm.com/case-studies","200","https://www.entirefm.com/case-studies","0","https://www.entirefm.com/case-studies","index, follow","Case Studies | Facilities Management &amp; Engineering | Entire FM","Specialist commercial case studies across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Case Studies — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/chesterfield","200","https://www.entirefm.com/chesterfield","0","https://www.entirefm.com/chesterfield","index, follow","Crane Hire Chesterfield | Contract Lifts | EntireFM","Crane hire in Chesterfield and north Derbyshire — contract lifts, rooftop plant replacement, restricted-access lifting, appointed person and lift planning.","Crane Hire in Chesterfield","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/chesterfield-facilities-management","200","https://www.entirefm.com/chesterfield-facilities-management","0","https://www.entirefm.com/chesterfield-facilities-management","noindex, follow","Chesterfield Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial chesterfield facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Chesterfield Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/cleaning-services","200","https://www.entirefm.com/cleaning-services","0","https://www.entirefm.com/cleaning-services","noindex, follow","Cleaning Services | Facilities Management &amp; Engineering | Entire FM","Specialist commercial cleaning services across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Cleaning Services — Facilities Management &amp; Engineering","YES","sitemaps/cleaning.xml"
"https://www.entirefm.com/client-login","200","https://www.entirefm.com/client-login","0","https://www.entirefm.com/client-login","noindex, follow","Client Login | Facilities Management &amp; Engineering | Entire FM","Specialist commercial client login across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Client Login — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/client-login/account-registration","200","https://www.entirefm.com/client-login/account-registration","0","https://www.entirefm.com/client-login/account-registration","noindex, follow","Client Login/Account Registration | Facilities Management &amp; Engineering | Entire FM","Specialist commercial client login/account registration across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Client Login/Account Registration — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/commercial-cleaning-birmingham","200","https://www.entirefm.com/commercial-cleaning-birmingham","0","https://www.entirefm.com/commercial-cleaning-birmingham","noindex, follow","Commercial Cleaning Birmingham | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Birmingham and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Birmingham &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-chesterfield","200","https://www.entirefm.com/commercial-cleaning-chesterfield","0","https://www.entirefm.com/commercial-cleaning-chesterfield","noindex, follow","Commercial Cleaning Chesterfield | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Chesterfield and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Chesterfield &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-leeds","200","https://www.entirefm.com/commercial-cleaning-leeds","0","https://www.entirefm.com/commercial-cleaning-leeds","noindex, follow","Commercial Cleaning Leeds | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Leeds and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Leeds &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-lincoln","200","https://www.entirefm.com/commercial-cleaning-lincoln","0","https://www.entirefm.com/commercial-cleaning-lincoln","noindex, follow","Commercial Cleaning Lincoln | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Lincoln and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Lincoln &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-london","200","https://www.entirefm.com/commercial-cleaning-london","0","https://www.entirefm.com/commercial-cleaning-london","noindex, follow","Commercial Cleaning London | Commercial Specialist Services | Entire FM","Professional commercial cleaning across London and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in London &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-manchester","200","https://www.entirefm.com/commercial-cleaning-manchester","0","https://www.entirefm.com/commercial-cleaning-manchester","noindex, follow","Commercial Cleaning Manchester | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Manchester and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Manchester &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-nottingham","200","https://www.entirefm.com/commercial-cleaning-nottingham","0","https://www.entirefm.com/commercial-cleaning-nottingham","index, follow","Commercial Cleaning Nottingham | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Nottingham and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Nottingham &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-cleaning-sheffield","200","https://www.entirefm.com/commercial-cleaning-sheffield","0","https://www.entirefm.com/commercial-cleaning-sheffield","noindex, follow","Commercial Cleaning Sheffield | Commercial Specialist Services | Entire FM","Professional commercial cleaning across Sheffield and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Commercial Cleaning in Sheffield &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/commercial-facilities-management","200","https://www.entirefm.com/commercial-facilities-management","0","https://www.entirefm.com/commercial-facilities-management","index, follow","Commercial Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial commercial facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Commercial Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/sectors.xml"
"https://www.entirefm.com/commercial-fm-lincoln","200","https://www.entirefm.com/commercial-fm-lincoln","0","https://www.entirefm.com/commercial-fm-lincoln","index, follow","Commercial Fm Lincoln | Facilities Management &amp; Engineering | Entire FM","Specialist commercial commercial fm lincoln across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Commercial Fm Lincoln — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/compliance","200","https://www.entirefm.com/compliance","0","https://www.entirefm.com/compliance","index, follow","Compliance Centre | Statutory Obligations Explained | EntireFM","What the law actually requires for commercial property compliance — fire, emergency lighting, EICR, Legionella, LOLER and asbestos, with law separated from guidance.","The Compliance Centre","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/asbestos-management","200","https://www.entirefm.com/compliance/asbestos-management","0","https://www.entirefm.com/compliance/asbestos-management","index, follow","Duty to Manage Asbestos | Surveys &amp; Registers | EntireFM","The duty to manage asbestos in non-domestic premises — surveys, the asbestos register, management plans, re-inspection and who holds the duty.","The duty to manage asbestos, and what it actually involves","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/commercial-gas-safety","200","https://www.entirefm.com/compliance/commercial-gas-safety","0","https://www.entirefm.com/compliance/commercial-gas-safety","index, follow","Commercial Gas Safety Requirements | Duties &amp; Frequency | EntireFM","What the law requires for gas safety in commercial premises — why the annual certificate is a domestic letting duty, and what non-domestic buildings must actually do.","Commercial gas safety: the certificate that is not required","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/emergency-lighting-testing","200","https://www.entirefm.com/compliance/emergency-lighting-testing","0","https://www.entirefm.com/compliance/emergency-lighting-testing","index, follow","Emergency Lighting Testing Frequency | BS 5266 | EntireFM","Emergency lighting testing explained — monthly function tests, annual full-duration tests, what BS 5266 requires and what the law requires.","Emergency lighting testing: monthly, annual, and why both","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/f-gas-regulations","200","https://www.entirefm.com/compliance/f-gas-regulations","0","https://www.entirefm.com/compliance/f-gas-regulations","index, follow","F-Gas Regulations UK | Leak Check Frequency &amp; Duties | EntireFM","F-Gas duties for air conditioning and refrigeration in Great Britain — who counts as the operator, how leak check intervals follow CO2 equivalent, and what records to keep.","F-Gas: an interval that genuinely is the law","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/fire-risk-assessment","200","https://www.entirefm.com/compliance/fire-risk-assessment","0","https://www.entirefm.com/compliance/fire-risk-assessment","index, follow","Fire Risk Assessment Requirements | Frequency &amp; Duties | EntireFM","What the law actually requires for fire risk assessment in commercial buildings — who is responsible, how often to review, what records prove compliance.","Fire risk assessment: what the law requires","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/fixed-wire-testing-eicr","200","https://www.entirefm.com/compliance/fixed-wire-testing-eicr","0","https://www.entirefm.com/compliance/fixed-wire-testing-eicr","index, follow","EICR &amp; Fixed Wire Testing Frequency | Commercial | EntireFM","How often commercial fixed wire testing and EICR are needed, what the law actually requires, and what an EICR report has to show.","Fixed wire testing and EICR: what the interval really depends on","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/legionella-water-hygiene","200","https://www.entirefm.com/compliance/legionella-water-hygiene","0","https://www.entirefm.com/compliance/legionella-water-hygiene","index, follow","Legionella Risk Assessment &amp; Water Hygiene | ACOP L8 | EntireFM","Legionella control explained — what ACOP L8 requires, how often to assess and monitor, who holds the duty and what records prove control.","Legionella control: the duty, the assessment and the records","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/lifting-equipment-loler","200","https://www.entirefm.com/compliance/lifting-equipment-loler","0","https://www.entirefm.com/compliance/lifting-equipment-loler","index, follow","LOLER Thorough Examination Intervals | Lifts &amp; Lifting | EntireFM","LOLER explained — thorough examination intervals for passenger lifts and lifting equipment, who holds the duty, and what a report must contain.","LOLER: thorough examination, and the two intervals that matter","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/pat-testing","200","https://www.entirefm.com/compliance/pat-testing","0","https://www.entirefm.com/compliance/pat-testing","index, follow","Is PAT Testing a Legal Requirement? | What the Law Says | EntireFM","PAT testing is not named in UK legislation and has no legal interval. What the Electricity at Work Regulations actually require, and how intervals should be set by risk.","PAT testing: the requirement that is not in the law","YES","sitemaps/insights.xml"
"https://www.entirefm.com/compliance/work-at-height","200","https://www.entirefm.com/compliance/work-at-height","0","https://www.entirefm.com/compliance/work-at-height","index, follow","Work at Height Regulations | Duties, Myths &amp; Inspection | EntireFM","What the Work at Height Regulations 2005 actually require — there is no two-metre rule, ladders are not banned, and the duty reaches whoever controls the work.","Work at height: there is no two-metre rule","YES","sitemaps/insights.xml"
"https://www.entirefm.com/concierge-services","200","https://www.entirefm.com/concierge-services","0","https://www.entirefm.com/concierge-services","noindex, follow","Corporate Concierge &amp; Front-of-House Reception Services | Entire FM","Professional corporate concierge and dedicated on-site caretakers for commercial offices, residential developments, and business parks.","Corporate Concierge &amp; Front-of-House Reception Services","YES","sitemaps/soft-fm.xml"
"https://www.entirefm.com/construction-facilities-management","200","https://www.entirefm.com/construction-facilities-management","0","https://www.entirefm.com/construction-facilities-management","noindex, follow","Construction Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial construction facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Construction Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/sectors.xml"
"https://www.entirefm.com/contact-us","200","https://www.entirefm.com/contact-us","0","https://www.entirefm.com/contact-us","index, follow","Contact Us | Facilities Management &amp; Engineering | Entire FM","Specialist commercial contact us across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Contact Entire Facilities Management","YES","sitemaps/company.xml"
"https://www.entirefm.com/contract-cleaning","200","https://www.entirefm.com/contract-cleaning","0","https://www.entirefm.com/contract-cleaning","noindex, follow","Contract Cleaning | Facilities Management &amp; Engineering | Entire FM","Specialist commercial contract cleaning across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Contract Cleaning — Facilities Management &amp; Engineering","YES","sitemaps/cleaning.xml"
"https://www.entirefm.com/contract-cleaning-chesterfield","200","https://www.entirefm.com/contract-cleaning-chesterfield","0","https://www.entirefm.com/contract-cleaning-chesterfield","index, follow","Contract Cleaning Chesterfield | Commercial Specialist Services | Entire FM","Professional contract cleaning across Chesterfield and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Cleaning in Chesterfield &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/contract-cleaning-leeds","200","https://www.entirefm.com/contract-cleaning-leeds","0","https://www.entirefm.com/contract-cleaning-leeds","index, follow","Contract Cleaning Leeds | Commercial Specialist Services | Entire FM","Professional contract cleaning across Leeds and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Cleaning in Leeds &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/contract-cleaning-lincoln","200","https://www.entirefm.com/contract-cleaning-lincoln","0","https://www.entirefm.com/contract-cleaning-lincoln","noindex, follow","Contract Cleaning Lincoln | Commercial Cleaning Contractors | Entire FM","Professional contract cleaning across Lincoln and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Commercial Cleaning in Lincoln","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/contract-cleaning-london","200","https://www.entirefm.com/contract-cleaning-london","0","https://www.entirefm.com/contract-cleaning-london","noindex, follow","Contract Cleaning London | Commercial Office &amp; Estate Cleaning | Entire FM","Professional contract cleaning across London and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Commercial Cleaning in London","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/contract-cleaning-manchester","200","https://www.entirefm.com/contract-cleaning-manchester","0","https://www.entirefm.com/contract-cleaning-manchester","noindex, follow","Contract Cleaning Manchester | Commercial Cleaning Services | Entire FM","Professional contract cleaning across Manchester and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Commercial Cleaning in Manchester","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/contract-cleaning-sheffield","200","https://www.entirefm.com/contract-cleaning-sheffield","0","https://www.entirefm.com/contract-cleaning-sheffield","noindex, follow","Contract Cleaning Sheffield | Commercial Specialist Services | Entire FM","Professional contract cleaning across Sheffield and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Cleaning in Sheffield &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/copy-of-helpdesk-registration","200","https://www.entirefm.com/copy-of-helpdesk-registration","0","https://www.entirefm.com/copy-of-helpdesk-registration","noindex, follow","Copy Of Helpdesk Registration | Facilities Management &amp; Engineering | Entire FM","Specialist commercial copy of helpdesk registration across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Copy Of Helpdesk Registration — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/copy-of-industrial-cleaning","200","https://www.entirefm.com/copy-of-industrial-cleaning","0","https://www.entirefm.com/copy-of-industrial-cleaning","noindex, follow","Specialist Industrial Cleaning Services | Factory Sanitisation | Entire FM","Specialist industrial facilities management for manufacturing plants, factories, and engineering works. High-bay maintenance, power distribution, and shutdown services.","Specialist Industrial &amp; Heavy Plant Cleaning","YES","sitemaps/core.xml"
"https://www.entirefm.com/copy-of-what-is-facilities-manageme","200","https://www.entirefm.com/copy-of-what-is-facilities-manageme","0","https://www.entirefm.com/copy-of-what-is-facilities-manageme","noindex, follow","Copy Of What Is Facilities Manageme | Facilities Management &amp; Engineering | Entire FM","Specialist commercial copy of what is facilities manageme across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Copy Of What Is Facilities Manageme — Facilities Management &amp; Engineering","YES","sitemaps/core.xml"
"https://www.entirefm.com/derby-facilities-management","200","https://www.entirefm.com/derby-facilities-management","0","https://www.entirefm.com/derby-facilities-management","index, follow","Derby Facilities Management | Multi-Site Estates | EntireFM","Multi-site facilities management across Derby and Derbyshire and the East Midlands. Consistent standards, one reporting line and coordinated maintenance across every site.","Derby Facilities Management for Multi-Site Estates","YES","sitemaps/locations.xml"
"https://www.entirefm.com/doncaster-facilities-management","200","https://www.entirefm.com/doncaster-facilities-management","0","https://www.entirefm.com/doncaster-facilities-management","noindex, follow","Doncaster Facilities Management | Facilities Management &amp; Engineering | Entire FM","Specialist commercial doncaster facilities management across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Doncaster Facilities Management — Facilities Management &amp; Engineering","YES","sitemaps/locations.xml"
"https://www.entirefm.com/education-cleaning","200","https://www.entirefm.com/education-cleaning","0","https://www.entirefm.com/education-cleaning","index, follow","Education Cleaning Services | School &amp; College Contract Cleaning | Entire FM","Specialist facilities management for schools, colleges, and universities across the UK. DBS-vetted staff, term-time compliance, and holiday overhaul works.","Educational Campus &amp; School Term-Time Contract Cleaning","YES","sitemaps/cleaning.xml"
"https://www.entirefm.com/education-facilities-management","200","https://www.entirefm.com/education-facilities-management","0","https://www.entirefm.com/education-facilities-management","index, follow","Education Facilities Management | School &amp; University FM | Entire FM","Specialist facilities management for schools, colleges, and universities across the UK. DBS-vetted staff, term-time compliance, and holiday overhaul works.","Education Facilities Management &amp; Campus Building Services","YES","sitemaps/sectors.xml"
"https://www.entirefm.com/emergency-light-testing","200","https://www.entirefm.com/emergency-light-testing","0","https://www.entirefm.com/emergency-light-testing","index, follow","Emergency Lighting Testing | Monthly &amp; Annual | EntireFM","Emergency lighting testing to BS 5266 — monthly function tests, annual 3-hour duration tests, certification, remedial repairs and a compliant logbook.","Emergency Lighting Testing and Certification","YES","sitemaps/hard-fm.xml"
"https://www.entirefm.com/employment-portal","200","https://www.entirefm.com/employment-portal","0","https://www.entirefm.com/employment-portal","noindex, follow","Employment Portal | Facilities Management &amp; Engineering | Entire FM","Specialist commercial employment portal across the UK. Proactive maintenance, building engineering, statutory compliance, and dedicated client management.","Employment Portal — Facilities Management &amp; Engineering","YES","sitemaps/company.xml"
"https://www.entirefm.com/external-cleaning-birmingham","200","https://www.entirefm.com/external-cleaning-birmingham","0","https://www.entirefm.com/external-cleaning-birmingham","noindex, follow","Contract Cleaning Birmingham | Commercial Specialist Services | Entire FM","Professional contract cleaning across Birmingham and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","Contract Cleaning in Birmingham &amp; Surrounding Districts","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/external-cleaning-lincoln","200","https://www.entirefm.com/external-cleaning-lincoln","0","https://www.entirefm.com/external-cleaning-lincoln","noindex, follow","External Cleaning Lincoln | Cladding &amp; Grounds Jet Washing | Entire FM","Professional contract cleaning across Lincoln and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","External Grounds, Cladding &amp; Pressure Cleaning in Lincoln","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/external-cleaning-london","200","https://www.entirefm.com/external-cleaning-london","0","https://www.entirefm.com/external-cleaning-london","noindex, follow","External Cleaning London | Facade &amp; Cladding Jet Washing | Entire FM","Professional contract cleaning across London and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","External Facade, Cladding &amp; Grounds Cleaning in London","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/external-cleaning-manchester","200","https://www.entirefm.com/external-cleaning-manchester","0","https://www.entirefm.com/external-cleaning-manchester","index, follow","External Cleaning Manchester | Cladding &amp; Grounds Jet Wash | Entire FM","Professional contract cleaning across Manchester and surrounding districts. High-standard commercial premises care, scheduled contracts, and trained local teams.","External Grounds, Cladding &amp; Jet Washing in Manchester","YES","sitemaps/local-services.xml"
"https://www.entirefm.com/facilities-management-birmingham","200","https://www.entirefm.com/facilities-management-birmingham","0","https://www.entirefm.com/facilities-management-birmingham","index, follow","Facilities Management Birmingham | Commercial FM | EntireFM","Commercial facilities management in Birmingham. Planned maintenance, M&amp;E, compliance and reactive cover, planned around how Birmingham buildings actually operate.","Facilities Management in Birmingham","YES","sitemaps/locations.xml"
