Current URL,HTTP Status,Title,Canonical,Indexability,Internal Links,Traffic Value if Known,New Equivalent,Final Behaviour,Redirect Target,Reason,Priority
"https://entirefm.com/client-login/account-registration","200","Client Login/Account Registration | Entire FM","https://entirefm.com/client-login/account-registration","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/client-login/account-registration","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-birmingham","200","Commercial Cleaning Birmingham | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-birmingham","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-birmingham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-chesterfield","200","Commercial Cleaning Chesterfield | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-chesterfield","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-chesterfield","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-leeds","200","Commercial Cleaning Leeds | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-leeds","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-leeds","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-lincoln","200","Commercial Cleaning Lincoln | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-lincoln","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-lincoln","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-london","200","Commercial Cleaning London | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-london","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-london","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-manchester","200","Commercial Cleaning Manchester | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-manchester","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-manchester","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-nottingham","200","Commercial Cleaning Nottingham | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-nottingham","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-nottingham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-cleaning-sheffield","200","Commercial Cleaning Sheffield | Specialist Commercial Services | Entire FM","https://entirefm.com/commercial-cleaning-sheffield","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-cleaning-sheffield","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-facilities-management","200","Commercial Facilities Management Solutions | Entire FM","https://entirefm.com/commercial-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/commercial-fm-lincoln","200","Lincoln Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/commercial-fm-lincoln","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/commercial-fm-lincoln","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/concierge-services","200","Concierge Services | Entire FM","https://entirefm.com/concierge-services","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/concierge-services","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/construction-facilities-management","200","Construction Facilities Management Solutions | Entire FM","https://entirefm.com/construction-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/construction-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contact-us","200","Contact Us | Entire FM","https://entirefm.com/contact-us","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contact-us","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning","200","Contract Cleaning | Entire FM","https://entirefm.com/contract-cleaning","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-chesterfield","200","Contract Cleaning Chesterfield | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-chesterfield","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-chesterfield","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-leeds","200","Contract Cleaning Leeds | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-leeds","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-leeds","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-lincoln","200","Contract Cleaning Lincoln | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-lincoln","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-lincoln","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-london","200","Contract Cleaning London | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-london","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-london","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-manchester","200","Contract Cleaning Manchester | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-manchester","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-manchester","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/contract-cleaning-sheffield","200","Contract Cleaning Sheffield | Specialist Commercial Services | Entire FM","https://entirefm.com/contract-cleaning-sheffield","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/contract-cleaning-sheffield","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/copy-of-helpdesk-registration","200","Copy Of Helpdesk Registration | Entire FM","https://entirefm.com/copy-of-helpdesk-registration","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/copy-of-helpdesk-registration","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/copy-of-industrial-cleaning","200","Copy Of Industrial Cleaning | Entire FM","https://entirefm.com/copy-of-industrial-cleaning","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/copy-of-industrial-cleaning","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/copy-of-what-is-facilities-manageme","200","Copy Of What Is Facilities Manageme | Entire FM","https://entirefm.com/copy-of-what-is-facilities-manageme","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/copy-of-what-is-facilities-manageme","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/derby-facilities-management","200","Derby Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/derby-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/derby-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/doncaster-facilities-management","200","Doncaster Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/doncaster-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/doncaster-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/education-cleaning","200","Education Cleaning | Entire FM","https://entirefm.com/education-cleaning","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/education-cleaning","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/education-facilities-management","200","Education Facilities Management Solutions | Entire FM","https://entirefm.com/education-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/education-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/employment-portal","200","Employment Portal | Entire FM","https://entirefm.com/employment-portal","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/employment-portal","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/external-cleaning-birmingham","200","External Cleaning Birmingham | Specialist Commercial Services | Entire FM","https://entirefm.com/external-cleaning-birmingham","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/external-cleaning-birmingham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/external-cleaning-lincoln","200","External Cleaning Lincoln | Specialist Commercial Services | Entire FM","https://entirefm.com/external-cleaning-lincoln","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/external-cleaning-lincoln","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/external-cleaning-london","200","External Cleaning London | Specialist Commercial Services | Entire FM","https://entirefm.com/external-cleaning-london","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/external-cleaning-london","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/external-cleaning-manchester","200","External Cleaning Manchester | Specialist Commercial Services | Entire FM","https://entirefm.com/external-cleaning-manchester","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/external-cleaning-manchester","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-birmingham","200","Birmingham Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-birmingham","INDEXABLE","Connected via Hub Architecture","HIGH COMMERCIAL","/facilities-management-birmingham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P0"
"https://entirefm.com/facilities-management-blog","200","Facilities Management Blog | Facilities Management Insights | Entire FM","https://entirefm.com/facilities-management-blog","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-blog","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-bolton","200","Bolton Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-bolton","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-bolton","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-bradford","200","Bradford Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-bradford","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-bradford","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-bury","200","Bury Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-bury","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-bury","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-chesterfield","200","Chesterfield Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-chesterfield","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-chesterfield","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-derby","200","Derby Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-derby","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-derby","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-doncaster","200","Doncaster Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-doncaster","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-doncaster","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-for/construction-facilities-management","200","Facilities Management For/Construction Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/construction-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/construction-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/education-%26-schools-facilities-management","200","Facilities Management For/Education %26 Schools Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/education-%26-schools-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/education-%26-schools-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/healthcare-facilities-management","200","Facilities Management For/Healthcare Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/healthcare-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/healthcare-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/hotels-%26-resort-facilities-management","200","Facilities Management For/Hotels %26 Resort Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/hotels-%26-resort-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/hotels-%26-resort-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/industrial-facilities-management","200","Facilities Management For/Industrial Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/industrial-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/industrial-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/leisure-centre-facilities-management","200","Facilities Management For/Leisure Centre Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/leisure-centre-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/leisure-centre-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/logistics-%26-distribution-facilities-management","200","Facilities Management For/Logistics %26 Distribution Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/logistics-%26-distribution-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/logistics-%26-distribution-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/managing-agent-facilities-management","200","Facilities Management For/Managing Agent Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/managing-agent-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/managing-agent-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/offices%2C-corporate-%26-co-working","200","Facilities Management For/Offices%2C Corporate %26 Co Working Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/offices%2C-corporate-%26-co-working","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/offices%2C-corporate-%26-co-working","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/residential-facilities-management","200","Facilities Management For/Residential Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/residential-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/residential-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/restaurant-%26-hospitality-facilities-management","200","Facilities Management For/Restaurant %26 Hospitality Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/restaurant-%26-hospitality-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/restaurant-%26-hospitality-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/retail-%26-shopping-centre-facilities-management","200","Facilities Management For/Retail %26 Shopping Centre Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/retail-%26-shopping-centre-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/retail-%26-shopping-centre-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/sports-venue-facilities-management","200","Facilities Management For/Sports Venue Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/sports-venue-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/sports-venue-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/stadium-%26-arena-facilities-management","200","Facilities Management For/Stadium %26 Arena Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/stadium-%26-arena-facilities-management","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/stadium-%26-arena-facilities-management","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-for/warehouse-%26-distribution","200","Facilities Management For/Warehouse %26 Distribution Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-for/warehouse-%26-distribution","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-for/warehouse-%26-distribution","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-grimsby","200","Grimsby Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-grimsby","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-grimsby","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-in-telford","200","Telford Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-in-telford","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-in-telford","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-in-the-midlands","200","Midlands Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-in-the-midlands","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-in-the-midlands","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-leeds","200","Leeds Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-leeds","INDEXABLE","Connected via Hub Architecture","HIGH COMMERCIAL","/facilities-management-leeds","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P0"
"https://entirefm.com/facilities-management-lincoln","200","Lincoln Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-lincoln","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-lincoln","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-liverpool","200","Liverpool Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-liverpool","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-liverpool","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-london","200","Facilities Management London | Planned Maintenance & Compliance | Entire FM","https://entirefm.com/facilities-management-london","INDEXABLE","Connected via Hub Architecture","HIGH COMMERCIAL","/facilities-management-london","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P0"
"https://entirefm.com/facilities-management-manchester","200","Manchester Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-manchester","INDEXABLE","Connected via Hub Architecture","HIGH COMMERCIAL","/facilities-management-manchester","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P0"
"https://entirefm.com/facilities-management-midlands","200","Midlands Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-midlands","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-midlands","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-nottingham","200","Nottingham Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-nottingham","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-nottingham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-offices","200","Facilities Management Offices Facilities Management Solutions | Entire FM","https://entirefm.com/facilities-management-offices","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-offices","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P1"
"https://entirefm.com/facilities-management-oxford","200","Oxford Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-oxford","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-oxford","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-preston","200","Preston Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-preston","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-preston","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
"https://entirefm.com/facilities-management-rotherham","200","Rotherham Facilities Management | Commercial Property Maintenance | Entire FM","https://entirefm.com/facilities-management-rotherham","INDEXABLE","Connected via Hub Architecture","COMMERCIAL","/facilities-management-rotherham","KEEP_200","NONE (Direct 200 Serve)","Protected Historic / Core Route","P2"
