DEPRECATED — DO NOT USE FOR IMPLEMENTATION
AUTHORITATIVE SOURCE: /config/route-registry.json
This file contains redirect instructions that violate the legacy URL preservation rule.
See /docs/seo-rebuild/ARCHITECTURE-CONFLICT-AUDIT.md for full conflict documentation.

source_generation,source_url,last_modified,http_status,page_category,page_type,intent_cluster,target_g3_url,redirect_action,priority,notes
G2,https://petercurrey.wixstudio.com/efmsut17724/mobile-crane-hire/truck-mount-crane-hire,2025-08-30,200,Services,service-sub,specialist,https://entirefm.com/services/crane-hire/truck-mount,301,2,Truck mount crane hire
G2,https://petercurrey.wixstudio.com/efmsut17724/bocker-crane-hire,2025-08-30,200,Services,service,specialist,https://entirefm.com/services/bocker-crane-hire,301,2,Bocker crane hire — specialist
G2,https://petercurrey.wixstudio.com/efmsut17724/hot-tub-relocation,2025-08-30,200,Services,service,specialist,https://entirefm.com/services/hot-tub-relocation,301,3,Hot tub relocation — niche service
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-services,2024-12-11,200,Services,hub,brand-navigation,https://entirefm.com/services,301,1,Services hub
G1,https://petercurrey.wixsite.com/efm-new/services,2024-12-11,200,Services,hub,brand-navigation,https://entirefm.com/services,301,1,Services hub alt URL
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-london,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-london,301,1,London FM — top tier keyword
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-london,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-london,301,1,London FM — top tier keyword
G1,https://petercurrey.wixsite.com/efm-new/london-facilities-management,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-london,301,1,London FM alt URL — G3 has /fm-london
G2,https://petercurrey.wixstudio.com/efmsut17724/london-facilities-management,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-london,301,1,London FM alt URL
G1,https://petercurrey.wixsite.com/efm-new/fm-london,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-london,301,1,Confirmed live on G3
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-london,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-london,301,1,Confirmed live on G3
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-manchester,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-manchester,301,1,Manchester FM — top city
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-manchester,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-manchester,301,1,Confirmed G2 live page with good OG
G1,https://petercurrey.wixsite.com/efm-new/manchester-facilities-managment,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-manchester,301,1,Typo in URL — still maps to Manchester
G1,https://petercurrey.wixsite.com/efm-new/fm-manchester,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-manchester,301,1,Short FM URL for Manchester
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-manchester,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-manchester,301,1,Short FM URL
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-birmingham,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-birmingham,301,1,Birmingham FM
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-birmingham,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-birmingham,301,1,Birmingham FM
G1,https://petercurrey.wixsite.com/efm-new/fm-birmingham,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-birmingham,301,1,Short FM URL
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-birmingham,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-birmingham,301,1,Short FM URL
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-chesterfield,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-chesterfield,301,1,Chesterfield FM — home base
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-chesterfield,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-chesterfield,301,1,Chesterfield FM
G1,https://petercurrey.wixsite.com/efm-new/fm-chesterfield,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-chesterfield,301,1,Short FM URL
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-chesterfield,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-chesterfield,301,1,Short FM URL
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-derby,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-derby,301,1,Derby FM
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-derby,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-derby,301,1,Derby FM
G1,https://petercurrey.wixsite.com/efm-new/fm-derby,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-derby,301,1,Short FM URL
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-derby,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-derby,301,1,Short FM URL
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-lincoln,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-lincoln,301,1,Lincoln FM
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-lincoln,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-lincoln,301,1,Lincoln FM
G1,https://petercurrey.wixsite.com/efm-new/fm-lincoln,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-lincoln,301,1,Short FM URL
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-lincoln,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-lincoln,301,1,Short FM URL
G1,https://petercurrey.wixsite.com/efm-new/fm-sheffield,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-sheffield,301,1,Sheffield FM
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-sheffield,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-sheffield,301,1,Sheffield FM
G1,https://petercurrey.wixsite.com/efm-new/fm-services-sheffield,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-sheffield,301,1,Sheffield FM alt URL
G1,https://petercurrey.wixsite.com/efm-new/fm-leeds,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-leeds,301,1,Leeds FM
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-leeds,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-leeds,301,1,Leeds FM
G1,https://petercurrey.wixsite.com/efm-new/fm-liverpool,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-liverpool,301,1,Liverpool FM
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-liverpool,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-liverpool,301,1,Liverpool FM
G1,https://petercurrey.wixsite.com/efm-new/fm-bradford,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-bradford,301,1,Bradford FM
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-bradford,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-bradford,301,1,Bradford FM
G2,https://petercurrey.wixstudio.com/efmsut17724/fm-nottingham,2025-08-30,200,Location,location,local-fm,https://entirefm.com/fm-nottingham,301,1,Nottingham FM
G1,https://petercurrey.wixsite.com/efm-new/fm-nottingham,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-nottingham,301,1,Nottingham FM
G1,https://petercurrey.wixsite.com/efm-new/fm-matlock,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-matlock,301,2,Matlock FM — smaller location
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-bradford,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-bradford,301,1,Bradford FM long-form
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-bradford,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-bradford,301,1,Bradford FM long-form
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-in-telford,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-telford,301,2,Telford FM
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-in-telford,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-telford,301,2,Telford FM
G2,https://petercurrey.wixstudio.com/efmsut17724/facilities-management-in-the-midlands,2025-08-30,200,Location,location,local-fm,https://entirefm.com/facilities-management-midlands,301,1,Midlands FM — regional hub
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-in-the-midlands,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-midlands,301,1,Midlands FM — regional hub
G1,https://petercurrey.wixsite.com/efm-new/lincoln-facilities-management-areas,2024-12-11,200,Location,location,local-fm,https://entirefm.com/facilities-management-lincoln,301,2,Lincoln FM areas — merge into main Lincoln
G1,https://petercurrey.wixsite.com/efm-new/london-facilities-management-areas,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-london,301,2,London FM areas — merge into main London
G1,https://petercurrey.wixsite.com/efm-new/facilities-management-services-lond,2024-12-11,200,Location,location,local-fm,https://entirefm.com/fm-london,301,1,London FM services — redirect to London hub
G1,https://petercurrey.wixsite.com/efm-new/commercial-fm-lincoln,2024-12-11,200,Location,service-location,local-fm,https://entirefm.com/commercial-facilities-management/lincoln,301,2,Commercial FM Lincoln — city+sector combo
G1,https://petercurrey.wixsite.com/efm-new/residential-fm-lincoln,2024-12-11,200,Location,service-location,local-fm,https://entirefm.com/residential-facilities-management/lincoln,301,2,Residential FM Lincoln
G1,https://petercurrey.wixsite.com/efm-new/retail-fm-lincoln,2024-12-11,200,Location,service-location,local-fm,https://entirefm.com/retail-facilities-management/lincoln,301,2,Retail FM Lincoln
G1,https://petercurrey.wixsite.com/efm-new/industrial-fm-lincoln,2024-12-11,200,Location,service-location,local-fm,https://entirefm.com/industrial-facilities-management/lincoln,301,2,Industrial FM Lincoln
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-sheffield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/sheffield,301,2,Industrial cleaning Sheffield
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-nottingham,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/nottingham,301,2,Industrial cleaning Nottingham
G2,https://petercurrey.wixstudio.com/efmsut17724/industrial-cleaning-nottingham,2025-08-30,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/nottingham,301,2,Industrial cleaning Nottingham — in G2 too
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-manchester,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/manchester,301,2,Industrial cleaning Manchester
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-london,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/london,301,2,Industrial cleaning London
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-lincoln,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/lincoln,301,2,Industrial cleaning Lincoln
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-leeds,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/leeds,301,2,Industrial cleaning Leeds
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-derby,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/derby,301,2,Industrial cleaning Derby
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-chesterfield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/chesterfield,301,2,Industrial cleaning Chesterfield
G1,https://petercurrey.wixsite.com/efm-new/industrial-cleaning-birmingham,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/industrial-cleaning/birmingham,301,2,Industrial cleaning Birmingham
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-london,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/london,301,2,Commercial cleaning London
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-manchester,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/manchester,301,2,Commercial cleaning Manchester
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-nottingham,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/nottingham,301,2,Commercial cleaning Nottingham
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-sheffield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/sheffield,301,2,Commercial cleaning Sheffield
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-lincoln,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/lincoln,301,2,Commercial cleaning Lincoln
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-leeds,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/leeds,301,2,Commercial cleaning Leeds
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-chesterfield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/chesterfield,301,2,Commercial cleaning Chesterfield
G1,https://petercurrey.wixsite.com/efm-new/commercial-cleaning-birmingham,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/commercial-cleaning/birmingham,301,2,Commercial cleaning Birmingham
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-manchester,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/manchester,301,2,Contract cleaning Manchester
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-chesterfield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/chesterfield,301,2,Contract cleaning Chesterfield
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-leeds,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/leeds,301,2,Contract cleaning Leeds
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-lincoln,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/lincoln,301,2,Contract cleaning Lincoln
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-london,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/london,301,2,Contract cleaning London
G1,https://petercurrey.wixsite.com/efm-new/contract-cleaning-sheffield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/contract-cleaning/sheffield,301,2,Contract cleaning Sheffield
G1,https://petercurrey.wixsite.com/efm-new/office-cleaning-london,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/office-cleaning/london,301,2,Office cleaning London
G1,https://petercurrey.wixsite.com/efm-new/office-cleaning-lincoln,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/office-cleaning/lincoln,301,2,Office cleaning Lincoln
G1,https://petercurrey.wixsite.com/efm-new/manchester-office-cleaning,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/office-cleaning/manchester,301,2,Office cleaning Manchester
G1,https://petercurrey.wixsite.com/efm-new/pressure-washing-manchester,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/pressure-washing/manchester,301,2,Pressure washing Manchester
G1,https://petercurrey.wixsite.com/efm-new/pressure-washing-lincoln,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/pressure-washing/lincoln,301,2,Pressure washing Lincoln
G1,https://petercurrey.wixsite.com/efm-new/pressure-washing-birmingham,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/pressure-washing/birmingham,301,2,Pressure washing Birmingham
G1,https://petercurrey.wixsite.com/efm-new/pressure-washing-london,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/pressure-washing/london,301,2,Pressure washing London
G1,https://petercurrey.wixsite.com/efm-new/pressure-washing-sheffield,2024-12-11,200,Location,service-location,cleaning,https://entirefm.com/pressure-washing/sheffield,301,2,Pressure washing Sheffield
G1,https://petercurrey.wixsite.com/efm-new/commercial-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/commercial,301,1,Commercial FM sector hub
G2,https://petercurrey.wixstudio.com/efmsut17724/commercial-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/commercial,301,1,Commercial FM
G1,https://petercurrey.wixsite.com/efm-new/industrial-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/industrial,301,1,Industrial FM sector
G2,https://petercurrey.wixstudio.com/efmsut17724/industrial-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/industrial,301,1,Industrial FM
G1,https://petercurrey.wixsite.com/efm-new/residential-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/residential,301,1,Residential FM sector
G2,https://petercurrey.wixstudio.com/efmsut17724/residential-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/residential,301,1,Residential FM
G1,https://petercurrey.wixsite.com/efm-new/retail-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/retail,301,1,Retail FM sector
G2,https://petercurrey.wixstudio.com/efmsut17724/retail-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/retail,301,1,Retail FM
G1,https://petercurrey.wixsite.com/efm-new/hotel-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/hotel,301,1,Hotel FM sector
G2,https://petercurrey.wixstudio.com/efmsut17724/hotel-facilities-management,2025-08-30,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/hotel,301,1,Hotel FM
G1,https://petercurrey.wixsite.com/efm-new/education-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/education,301,1,Education FM sector
G1,https://petercurrey.wixsite.com/efm-new/healthcare-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/healthcare,301,1,Healthcare FM sector
G1,https://petercurrey.wixsite.com/efm-new/public-sector-facilities-management,2024-12-11,200,Sectors,sector,sector-fm,https://entirefm.com/sectors/public-sector,301,1,Public sector FM
